name;alias;description;group_type;department;group_id;sku;unit;price;VAT;purchase_price;available;reserved;last_reserved_at
КТ с контрастом (экзотическое животное 2020 (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;46699150;1 исследование;3510;;;;;
КТ с миелографией (10-25 кг 2020);;;Услуги платные;КТ, МРТ;КТ, МРТ;46699151;1 исследование;10200;;;;;
КТ с миелографией (10-25 кг 2020 (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;46699151;1 исследование;9180;;;;;
КТ с миелографией (25-50 кг 2020);;;Услуги платные;КТ, МРТ;КТ, МРТ;46699151;1 исследование;11100;;;;;
КТ с миелографией (25-50 кг 2020 (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;46699151;1 исследование;9990;;;;;
КТ с миелографией (5-10 кг 2020);;;Услуги платные;КТ, МРТ;КТ, МРТ;46699151;1 исследование;9300;;;;;
КТ с миелографией (5-10 кг 2020 (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;46699151;1 исследование;8370;;;;;
КТ с миелографией (до 5 кг 2020);;;Услуги платные;КТ, МРТ;КТ, МРТ;46699151;1 исследование;8300;;;;;
КТ с миелографией (до 5 кг 2020 (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;46699151;1 исследование;7470;;;;;
КТ с миелографией (свыше 50 кг 2020);;;Услуги платные;КТ, МРТ;КТ, МРТ;46699151;1 исследование;12000;;;;;
КТ с миелографией (свыше 50 кг 2020  (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;46699151;1 исследование;10800;;;;;
МРТ головы, носовой полости, лобных пазух, мягких тканей головы, структуры ср. и вн. уха, структур глаза и области орбиты (стоимость контраста и наркоза включены в стоимость) (10-25 кг  (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;4669146;1 голова;7470;;;;;
МРТ головы, носовой полости, лобных пазух, мягких тканей головы, структуры ср. и вн. уха, структур глаза и области орбиты (стоимость контраста и наркоза включены в стоимость) (25-50 кг (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;4669146;1 голова;7560;;;;;
МРТ головы, носовой полости, лобных пазух, мягких тканей головы, структуры ср. и вн. уха, структур глаза и области орбиты (стоимость контраста и наркоза включены в стоимость) (свыше 50 кг);;;Услуги платные;КТ, МРТ;КТ, МРТ;4669146;1 голова;9200;;;;;
МРТ головы, носовой полости, лобных пазух, мягких тканей головы, структуры ср. и вн. уха, структур глаза и области орбиты (стоимость контраста и наркоза включены в стоимость) (свыше 50 кг (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;4669146;1 голова;8280;;;;;
МРТ отдела позвоночника (без контраста) (10-25 кг);;;Услуги платные;КТ, МРТ;КТ, МРТ;4669147;1 голова;5700;;;;;
МРТ отдела позвоночника (без контраста) (10-25 кг (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;4669147;1 голова;5130;;;;;
МРТ отдела позвоночника (без контраста) (25-50 кг);;;Услуги платные;КТ, МРТ;КТ, МРТ;4669147;1 голова;6600;;;;;
МРТ отдела позвоночника (без контраста) (25-50 кг (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;4669147;1 голова;5940;;;;;
МРТ отдела позвоночника (без контраста) (5-10 кг);;;Услуги платные;КТ, МРТ;КТ, МРТ;4669147;1 голова;4800;;;;;
МРТ отдела позвоночника (без контраста) (5-10 кг (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;4669147;1 голова;4320;;;;;
МРТ отдела позвоночника (без контраста) (до 5 кг);;;Услуги платные;КТ, МРТ;КТ, МРТ;4669147;1 голова;3800;;;;;
МРТ отдела позвоночника (без контраста) (до 5 кг (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;4669147;1 голова;3420;;;;;
МРТ отдела позвоночника (без контраста) (свыше 50 кг);;;Услуги платные;КТ, МРТ;КТ, МРТ;4669147;1 голова;8500;;;;;
МРТ отдела позвоночника (без контраста) (свыше 50 кг (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;4669147;1 голова;7650;;;;;
МРТ отдела позвоночника (с контрастом) (10-25 кг);;;Услуги платные;КТ, МРТ;КТ, МРТ;46699148;1 голова;8100;;;;;
МРТ отдела позвоночника (с контрастом) (10-25 кг (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;46699148;1 голова;7290;;;;;
МРТ отдела позвоночника (с контрастом) (25-50 кг);;;Услуги платные;КТ, МРТ;КТ, МРТ;46699148;1 голова;8400;;;;;
МРТ отдела позвоночника (с контрастом) (25-50 кг (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;46699148;1 голова;7560;;;;;
МРТ отдела позвоночника (с контрастом) (5-10 кг);;;Услуги платные;КТ, МРТ;КТ, МРТ;46699148;1 голова;6700;;;;;
МРТ отдела позвоночника (с контрастом) (5-10 кг (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;46699148;1 голова;6030;;;;;
МРТ отдела позвоночника (с контрастом) (до 5 кг);;;Услуги платные;КТ, МРТ;КТ, МРТ;46699148;1 голова;5300;;;;;
МРТ отдела позвоночника (с контрастом) (до 5 кг (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;46699148;1 голова;4770;;;;;
МРТ отдела позвоночника (с контрастом) (свыше 50 кг);;;Услуги платные;КТ, МРТ;КТ, МРТ;46699148;1 голова;9300;;;;;
МРТ отдела позвоночника (с контрастом) (свыше 50 кг (ЕКП скидка 10%));;;Услуги платные;КТ, МРТ;КТ, МРТ;46699148;1 голова;8370;;;;;
Адреналина гидрохлорид;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 ампула;0;;;;;
Аеран жид. д/ингал. Анастезии 100мл;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 мл;0;;;;;
Анестезия при проведении магнитно-резонансной , компьютерной томографии;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 исследование;2000;;;;;
Антиседан (Антидан) 5мг/мл;;;Услуги платные;КТ, МРТ;КТ, МРТ;;0,1 мл;0;;;;;
Бинт нестерильный 5м*10см;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 метр;0;;;;;
Бинт нестерильный 7м*14см;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 метр;0;;;;;
Бинт самоклеющийся 5см*4,5м;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 метр;0;;;;;
Бинт стерильный 10м*16см;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 метр;0;;;;;
Бинт стерильный 7м*14см;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 метр;0;;;;;
Дыхательный фильтр бактер-вирусный 864ММ;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 шт.;0;;;;;
Катетер в/в с портом и крылышками 18 G;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 шт.;0;;;;;
Катетер в/в с портом и крылышками 20 G;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 шт.;0;;;;;
Катетер в/в с портом и крылышками 22 G;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 шт.;0;;;;;
Катетер в/в с портом и крылышками 24 G;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 шт.;0;;;;;
Катетер в/в с портом и крылышками 26 G;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 шт.;0;;;;;
Контур дыхательный 038-02-165;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 шт.;0;;;;;
Контур дыхательный неонатальный универ. 0,38-03-315;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 шт.;0;;;;;
Лейкопластырь 3см*500см (3см*5м);;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 метр;0;;;;;
Омнискан;;;Услуги платные;КТ, МРТ;КТ, МРТ;;0,1 мл;0;;;;;
Отбор материала под контролем компьютерного томографа;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 процедура;1500;;;;;
ПГА плет. L=90 (USP=2/0);;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 шт.;0;;;;;
ПГА плет. L=90 (USP=3/0);;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 шт.;0;;;;;
Подстилки впитывающие 40*60 №30;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 шт.;0;;;;;
Подстилки впитывающие 60*60 №30;;;Услуги платные;КТ, МРТ;КТ, МРТ;;1 шт.;0;;;;;
;;;;;;;;;;;;;
МРТ головы, носовой полости, лобных пазух, мягких тканей головы, структуры ср. и вн. уха, структур глаза и области орбиты (стоимость контраста и наркоза включены в стоимость) (5-10 кг);;;Услуги платные;Функциональная диагностика;Функциональная диагностика;4669146;1 голова;6400;;;;;
МРТ головы, носовой полости, лобных пазух, мягких тканей головы, структуры ср. и вн. уха, структур глаза и области орбиты (стоимость контраста и наркоза включены в стоимость) (5-10 кг (ЕКП скидка 10%));;;Услуги платные;Функциональная диагностика;Функциональная диагностика;4669146;1 голова;5760;;;;;
МРТ головы, носовой полости, лобных пазух, мягких тканей головы, структуры ср. и вн. уха, структур глаза и области орбиты (стоимость контраста и наркоза включены в стоимость) (до 5 кг);;;Услуги платные;Функциональная диагностика;Функциональная диагностика;4669146;1 голова;5200;;;;;
МРТ головы, носовой полости, лобных пазух, мягких тканей головы, структуры ср. и вн. уха, структур глаза и области орбиты (стоимость контраста и наркоза включены в стоимость) (до 5 кг (ЕКП скидка 10%));;;Услуги платные;Функциональная диагностика;Функциональная диагностика;4669146;1 голова;4680;;;;;
Контроль исследования сердца во время лечения (наличие жидкости в перикарде, свободной жидкости в грудной полости, сократимость левого желудочка) (2019);;;Услуги платные;Функциональная диагностика;Функциональная диагностика;4969;1 процедура;305;;;;;
Скрининговое исследование ЭХО (предоперационное);;;Услуги платные;Функциональная диагностика;Функциональная диагностика;494619;1 голова;1300;;;;;
УЗИ желудочно-кишечного тракта (желудок, кишечник);;;Услуги платные;Функциональная диагностика;Функциональная диагностика;4669144;1 процедура;1500;;;;;
УЗИ коленного сустава (2019);;;Услуги платные;Функциональная диагностика;Функциональная диагностика;4669142;1 процедура;1200;;;;;
УЗИ мочеполовой системы;;;Услуги платные;Функциональная диагностика;Функциональная диагностика;4669143;1 процедура;1900;;;;;
УЗИ органов брюшной полости, забрюшинного пространства и органов малого таза (при травме);;;Услуги платные;Функциональная диагностика;Функциональная диагностика;494618;1 процедура;1200;;;;;
УЗИ одного органа (- 1 уровень сложности ( органы, кроме указанных во втором уровне сложности));;;Услуги платные;Функциональная диагностика;Функциональная диагностика;4963;манипуляция;1000;;;;;
УЗИ одного органа (- 2 уровень сложности (глазное яблоко, щитовидная железа, надпочечники, матка));;;Услуги платные;Функциональная диагностика;Функциональная диагностика;4963;манипуляция;1200;;;;;
УЗИ органов брюшной полости, забрюшинного пространства и органов малого таза;;;Услуги платные;Функциональная диагностика;Функциональная диагностика;4962;1 процедура;3000;;;;;
УЗИ скрининговое исследование - онкопоиск;;;Услуги платные;Функциональная диагностика;Функциональная диагностика;4669145;1 процедура;2000;;;;;
Цистоцентез под контролем УЗИ;;;Услуги платные;Функциональная диагностика;Функциональная диагностика;4669141;1 процедура;1000;;;;;
ЭКГ;;;Услуги платные;Функциональная диагностика;Функциональная диагностика;4966;1 процедура;900;;;;;
УЗИ выборочных параметров в динамике;;;Услуги платные;Функциональная диагностика;Функциональная диагностика;;1 процедура;700;;;;;
УЗИ мониторинг для пациентов стационара;;;Услуги платные;Функциональная диагностика;Функциональная диагностика;;1 процедура;600;;;;;
Узи органов брюшной полости обзорное и надпочечников;;;Услуги платные;Функциональная диагностика;Функциональная диагностика;;1 процедура;3200;;;;;
Узи органов мочевыделительной системы (почки, мочевой пузырь);;;Услуги платные;Функциональная диагностика;Функциональная диагностика;;1 процедура;1700;;;;;
УЗИ пищеварительной системы (желудок, кишечник, печень, поджелудочная железа);;;Услуги платные;Функциональная диагностика;Функциональная диагностика;;1 процедура;2000;;;;;
ЭКГ и сократимость левого желудочка;;;Услуги платные;Функциональная диагностика;Функциональная диагностика;;1 процедура;1400;;;;;
;;;;;;;;;;;;;
Кардиомониторинг при проведении операций без ингаляционной анастезии (2019);;;Услуги платные;Стационар;Стационар;466914;1 голова;305;;;;;
Механическая ИВЛ (интраоперационно мониторирование жизненных показателей, механическое вентилирование легких, до 1 часа);;;;Стационар;Стационар;47561;1 манипуляция;1500;;;;;
Механическая ИВЛ (интраоперационно мониторирование жизненных показателей, механическое вентилирование легких, свыше 1 часа);;;;Стационар;Стационар;47561;1 манипуляция;3000;;;;;
Нахождение животого в стационаре (стабильное состояние,  за 1 час);;;Услуги платные;Стационар;Стационар;;1 голова;200;;;;;
Нахождение животого в стационаре (требуется введение препаратов,  24 часа под наблюдением ветеринарного специалиста, без стоимости расходных материалов, лекарственных средств, услуг по проведению процедур);;;Услуги платные;Стационар;Стационар;;1 голова;2600;;;;;
Нахождение животого в стационаре (требуется интенсивная терапия,  до 12 часов под наблюдением ветеринарного специалиста, без стоимости расходных материалов, лекарственных средств, услуг по проведению процедур);;;Услуги платные;Стационар;Стационар;;1 голова;4000;;;;;
;;;;;;;;;;;;;
Стрижка когтей (сложная);;;Услуги платные;Терапия;Терапия;49351;1 голова;510;;;;;
Коррекция рациона для больного животного(замена 1-го ингридиента) (2021);;;Услуги платные;Терапия;Терапия;7014;1 консультация;1000;;;;;
Коррекция рациона для больного животного(замена 2-х ингридиентов) (2021);;;Услуги платные;Терапия;Терапия;7015;1 консультация;1500;;;;;
Коррекция рациона для здорового животного(замена 1-го ингридиента) (2021);;;Услуги платные;Терапия;Терапия;7011;1 консультация;750;;;;;
Коррекция рациона для здорового животного(замена 2-х ингридиентов) (2021);;;Услуги платные;Терапия;Терапия;7012;1 консультация;900;;;;;
Коррекция рациона для здорового животного(замена более 2-х ингридиентов) (2021);;;Услуги платные;Терапия;Терапия;7013;1 консультация;1650;;;;;
Коррекция рациона по калорийности(диеты для снижения или набора веса, без замены ингридиентов, с повторным осмотром животного) (2021);;;Услуги платные;Терапия;Терапия;7016;1 консультация;1000;;;;;
Промывание параанальных синусов;;;Услуги платные;Терапия;Терапия;2047;1 голова;500;;;;;
Составление рациона для больных животных(случаи, когда диета является частью лечения, 1 меню) (2021);;;Услуги платные;Терапия;Терапия;7007;1 консультация;2000;;;;;
Составление рациона для больных животных(случаи, когда диета является частью лечения, 2 меню) (2021);;;Услуги платные;Терапия;Терапия;7008;1 консультация;3000;;;;;
Составление рациона для больных животных(случаи, когда диета является частью лечения, 3 меню) (2021);;;Услуги платные;Терапия;Терапия;7009;1 консультация;3800;;;;;
Составление рациона для больных животных(случаи, когда диета является частью лечения, 5 меню) (2021);;;Услуги платные;Терапия;Терапия;7010;1 консультация;5000;;;;;
Составление рациона для здорового животного(для животных всех возрастов, беременным и кормящим животным, 1 меню) (2021);;;Услуги платные;Терапия;Терапия;7003;1 консультация;1700;;;;;
Составление рациона для здорового животного(для животных всех возрастов, беременным и кормящим животным, 2 меню) (2021);;;Услуги платные;Терапия;Терапия;7004;1 консультация;2100;;;;;
Составление рациона для здорового животного(для животных всех возрастов, беременным и кормящим животным, 3 меню) (2021);;;Услуги платные;Терапия;Терапия;7005;1 консультация;2800;;;;;
Составление рациона для здорового животного(для животных всех возрастов, беременным и кормящим животным, 5 меню) (2021);;;Услуги платные;Терапия;Терапия;7006;1 консультация;4500;;;;;
;;;;;;;;;;;;;
Искустенная вентилляция легких (для пациентов 3-й категолрии);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ5;1 сутки;5000;;;;;
Искустенная вентилляция легких (для пациетнов 4-й категории);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ5;1 сутки;7000;;;;;
Оксигенотерапия (для пациентов 3-й категории);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ6;1 час;80;;;;;
Оксигенотерапия (для пациентов 4-й категории);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ6;1 час;100;;;;;
Прием пульмонолога ОРиИТ (Первичный);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ8;1 голова;1800;;;;;
Прием пульмонолога ОРиИТ (Повторный);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ8;1 голова;1200;;;;;
Принудительное кормление;;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ7;12 часов;400;;;;;
Реанимация и интенсивная терапия 4-й категории. Критические пациенты (для кошек, собак до 10 кг.);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ4;1 сутки;6500;;;;;
Реанимация и интенсивная терапия 4-й категории. Критические пациенты (для собак 10-15 кг.);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ4;1 сутки;8500;;;;;
Реанимация и интенсивная терапия 4-й категории. Критические пациенты (для собак свыше 25 кг.);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ4;1 сутки;10500;;;;;
Стационар 1-й категории, стабильные животные, вакцинированные, нуждающиеся в минимальном мониторинге (для кошек и собак до 10 кг.);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ1;1 сутки;3000;;;;;
Стационар 1-й категории, стабильные животные, вакцинированные, нуждающиеся в минимальном мониторинге (для собак 10-25 кг.);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ1;1 сутки;5000;;;;;
Стационар 1-й категории, стабильные животные, вакцинированные, нуждающиеся в минимальном мониторинге (для собак свыше 25 кг.);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ1;1 сутки;7000;;;;;
Стационар 2-й категории, пациенты средней тяжести, условно стабильные, 3-6 замеров в стки, до 2-х отборов крови в суткиуждающиеся в минимальном мониторинге (для кошек и собак до 10 кг.);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ2;1 сутки;4000;;;;;
Стационар 2-й категории, пациенты средней тяжести, условно стабильные, 3-6 замеров в стки, до 2-х отборов крови в суткиуждающиеся в минимальном мониторинге (для собак 10-25 кг.);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ2;1 сутки;6000;;;;;
Стационар 2-й категории, пациенты средней тяжести, условно стабильные, 3-6 замеров в стки, до 2-х отборов крови в суткиуждающиеся в минимальном мониторинге (для собак свыше 25 кг.);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ2;1 сутки;8000;;;;;
Стационар 3-й категории, нестабильные пациенты, постоянный мониоринг, отбор проб 4-6 раз в сутки (для кошек, собак до 10 кг.);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ3;1 сутки;5000;;;;;
Стационар 3-й категории, нестабильные пациенты, постоянный мониоринг, отбор проб 4-6 раз в сутки (для собак 10-25 кг.);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ3;1 сутки;7000;;;;;
Стационар 3-й категории, нестабильные пациенты, постоянный мониоринг, отбор проб 4-6 раз в сутки (для собак свыше 25 кг.);;;Услуги платные;ОРиИТ;ОРиИТ;ОРИТ3;1 сутки;9000;;;;;
;;;;;;;;;;;;;
Подготовка для перемещения за пределы РФ генетического материала, в том числе эмбрионов, яйцеклеток, спермы животных, оплодотворенной икры, яйца инкубационного (2023);;;Услуги платные;Оформление ВСД;Оформление ВСД;1213;1 партия;1250;;;;;
Подготовка для перемещения за пределы СПб и в пределах РФ генетического материала, в том числе эмбрионов, яйцеклеток, спермы животных, оплодотворенной икры, яйца инкубационного (2023);;;Услуги платные;Оформление ВСД;Оформление ВСД;1214;1 партия;945;;;;;
Подготовка для перемещения по Санкт-Петербургу, проведение  клинического осмотра пчелосемьи, пчелопакета, пчеломатки  (при осмотре партии, перемещающейся по одному ВСД в один адрес) (2023);;;Услуги платные;Оформление ВСД;Оформление ВСД;1209;1 партия;590;;;;;
Подготовка для перемещения по СПб генетического материала, в том числе эмбрионов, яйцеклеток, спермы животных, оплодотворенной икры, яйца инкубационного (2023);;;Услуги платные;Оформление ВСД;Оформление ВСД;1215;1 партия;875;;;;;
Подготовка для перемещения по СПб,  проведение клинического осмотра  пчелосемьи, пчелопакета, пчеломатки (при осмотре партии, перемещающейся по одному ВСД в один адрес) (2023);;;Услуги платные;Оформление ВСД;Оформление ВСД;1212;1 партия;590;;;;;
Прием и подготовка животного и птицы для перемещения, проведение клинического осмотра каждой последующей головы (того же вида) животных и птицы, ЛЮМ-анализ, принадлежащих одному владельцу (при осмотре начиная с 6 головы, перемещающихся по одному ВСД в один адрес) (2023);;;Услуги платные;Оформление ВСД;Оформление ВСД;1205;1 голова;65;;;;;
Прием и подготовка партии гидробионтов, аквариумных рыб, членистоногих, мелких рептилий, амфибий, лабораторных животных для перемещения за пределы РФ, проведение их профилактического, клинического осмотра (при осмотре партии животных, перемещающихся по одному ВСД в один адрес) (2023);;;Услуги платные;Оформление ВСД;Оформление ВСД;1207;1 партия;940;;;;;
Прием и подготовка партии гидробионтов, аквариумных рыб, членистоногих, мелких рептилий, амфибий, лабораторных животных для перемещения за пределы СПб в пределах РФ, проведение их клинического осмотра (при осмотре партии животных, перемещающихся по одному ВСД в один адрес) (2023);;;Услуги платные;Оформление ВСД;Оформление ВСД;1208;1 партия;660;;;;;
Прием и подготовка партии гидробионтов, аквариумных рыб, членистоногих, мелких рептилий, амфибий, лабораторных животныхв период их профилактического карантинирования перед перемещением (при осмотре партии животных, перемещающихся по одному ВСД в один адрес) (2023);;;Услуги платные;Оформление ВСД;Оформление ВСД;1210;1 партия;300;;;;;
Клинический осмотр, ЛЮМ-анализ, визуальное или инструментальное обнаружение идентификационной метки животного (микрочип, метка, клеймо, бирка и пр.) при переходе права собственности на животных (за исключением птиц, грызунов, морских млекопитающих, гидробионтов, аквариумных рыб, членистоногих, рептилий, амфибий, пабораторных животных) без их перемещений (2023);;;Услуги платные;Оформление ВСД;Оформление ВСД;;1 голова;300;;;;;
;;;;;;;;;;;;;
Переливание крови (кошке, собаке до 5 кг.);;;Услуги платные;Процедуры;Процедуры;4711;1 процедура;1500;;;;;
Переливание крови (собаке от 5 кг.);;;Услуги платные;Процедуры;Процедуры;4711;1 процедура;2000;;;;;
;;;;;;;;;;;;;
Рентгенография (с оформлением результатов) (2024);;;Услуги платные;Рентген;Рентген;4957;1 снимок;1000;;;;;
Рентгеноскопия без применения контрастных веществ (обзорная с оформлением результатов)) (2024);;;Услуги платные;Рентген;Рентген;4958;1 процедура;2000;;;;;
Рентгеноскопия с применением контрастных веществ (с оформлением результатов) (2024);;;Услуги платные;Рентген;Рентген;4959;1 исследование;3000;;;;;
;;;;;;;;;;;;;
Гематома ушной раковины консервативное лечение (2023);;;Услуги платные;;;2132;1 ухо;400;;;;;
Остеосинтез * (простой кошки, собаки до 10 кг*);;;Услуги платные;;;4831;манипуляция;15000;;;;;
Остеосинтез * (простой собаки 25-50 кг *);;;Услуги платные;;;4831;манипуляция;20000;;;;;
Остеосинтез * (простой собаки более 50 кг *);;;Услуги платные;;;4831;манипуляция;25000;;;;;
Остеосинтез * (сложный  собаки 25-55 кг (старый, оскольчатый перелом, перелом таза)*);;;Услуги платные;;;4831;манипуляция;25000;;;;;
Остеосинтез * (сложный  собаки более 55 кг   старый, оскольчатый перелом, перелом таза*);;;Услуги платные;;;4831;манипуляция;28000;;;;;
Остеосинтез * (сложный кошки, собаки до 10 кг (старый, оскольчатый перелом, перелом таза)*);;;Услуги платные;;;4831;манипуляция;18000;;;;;
Остеосинтез * (сложный собаки 10-25 кг (старый, оскольчатый перелом, перелом таза)*);;;Услуги платные;;;4831;манипуляция;22000;;;;;
Удаление инородного тела  из гортани (2023);;;Услуги платные;;;2125;1 голова;305;;;;;
Транспозиция кожного лоскута (пластика/транспозиция кожи при замещении обширных дефектов свыше 10см);;;Услуги платные;;;486991;1 голова;8000;;;;;
Гематома ушной раковины оперативное лечение (2023);;;Услуги платные;;;2131;1 ухо;1500;;;;;
Рабиген моно 2020 ((Рабиген моно) 2020);;;Биопрепараты;;;R;1 введение;0;;;;;
Рабикан;;;Биопрепараты;;;R;1 введение;0;;;;;
Прием  трупа домашнего животного с последующей кремацией (от 10 до 30 кг);;;Услуги платные;;;50652;1 голова;1950;;;;;
ГОСУСЛУГА Биокан (DHPPi-RL);;;Биопрепараты;;;DHPPi-RL;1 введение;0;;;;;
ГОСУСЛУГА  Биокан (DHPPi-L);;;Биопрепараты;;;DHPPi-L;1 введение;0;;;;;
МРТ головы, носовой полости, лобных пазух, мягких тканей головы, структуры ср. и вн. уха, структур глаза и области орбиты (стоимость контраста и наркоза включены в стоимость) (10-25 кг);;;Услуги платные;;;4669146;1 голова;8300;;;;;
МРТ головы, носовой полости, лобных пазух, мягких тканей головы, структуры ср. и вн. уха, структур глаза и области орбиты (стоимость контраста и наркоза включены в стоимость) (25-50 кг);;;Услуги платные;;;4669146;1 голова;8400;;;;;
Ампутация рудиментарных фаланг* (до 10 дней *);;;Услуги платные;;;4925;1 палец;800;;;;;
Ампутация рудиментарных фаланг* (старше 10 дней*);;;Услуги платные;;;4925;1 палец;2000;;;;;
Ампутация хвоста до 10 дней*;;;Услуги платные;;;4928;1 голова;800;;;;;
Ампутация хвоста от 11 дней до 3-х месяцев*;;;Услуги платные;;;4929;1 голова;2000;;;;;
Вагиноскопия собаки средних пород (от 11 до 30кг);;;Услуги платные;;;48681;1 голова;2550;;;;;
Искусственное осеменение охлажденной (свежей) спермой;;;Услуги платные;;;49463;1 голова;1200;;;;;
Курация беременного животного;;;Услуги платные;;;494613;1 голова;1650;;;;;
Удаление колтунов;;;Услуги платные;;;4936;1 голова;420;;;;;
Цинк;;;Услуги платные;;;5294;1 исследование;1100;;;;;
2.2.38 Аутогемотерапия;;;Услуги платные;;;47492;1 голова;400;;;;;
5.2.16 Листериоз (РСК) (2024);;;Услуги платные;;;5113;;900;;;;;
5.2.26 Выявление вируса SARS CoV-2 (коронавирусной инфекции) у животных методом ПЦР;;;Услуги платные;;;5119222;1 проба;2500;;;;;
5.2.4 Бруцеллез (РА) (2023);;;Услуги платные;;;5124;;350;;;;;
5.4.11.1 Количество тромбоцитов ручной подсчет (2022);;;Услуги платные;;;52401;1 исследование;400;;;;;
Ампутация хвоста старше 3-х месяцев*;;;Услуги платные;;;4930;1 голова;2500;;;;;
Кислородотерапия первый час (2023);;;Услуги платные;;;2030;1 голова;200;;;;;
Отбор материала для лабораторных исследований ((шерсть, выделения, транссудат, экссудат и т.п.);;;Услуги платные;;;2011;1 исследование;150;;;;;
Пероральное введение лекарственных средств (2019);;;Услуги платные;;;2025;1 голова;150;;;;;
Прицельная биопсия под контролем узи (Забор материала для проведения цитологического исследования под контролем УЗИ);;;Услуги платные;;;466912;1 голова;1500;;;;;
Промывание слухового прохода с использованием системы (AURIFLUSH);;;Услуги платные;;;2052;1 ухо;500;;;;;
Резекция доли легкого, полная стоимость (кошка);;;Услуги платные;;;486996;1 голова;7635;;;;;
Резекция доли легкого, полная стоимость (собака);;;Услуги платные;;;486996;1 голова;9870;;;;;
Резекция доли печени (полная стоимость)* (кошка);;;Услуги платные;;;486995;1 голова;7635;;;;;
Резекция доли печени (полная стоимость)* (собака);;;Услуги платные;;;486995;1 голова;9870;;;;;
Удаление колтунов сложное;;;Услуги платные;;;4926;1 голова;750;;;;;
Хирургическое лечение пролапса уретры у кобелей от 10 кг (2023);;;Услуги платные;;;2178;1 голова;6500;;;;;
Эндоскопическое удаление инородных тел из ЖКТ собаке более 30 кг;;;Услуги платные;;;2198;1 голова;12500;;;;;
5.5.12 Выезд врача (в коммерческие организации содержания или разведения животных 2022);;;Услуги платные;;;;1 исследование;3000;;;;;
Аммиак;;;Услуги платные;;;;1 исследование;1200;;;;;
