name;alias;description;group_type;department;group_id;sku;unit;price;VAT;purchase_price;available;reserved;last_reserved_at
2 Диагностика и профилактика болезней;;;Услуги платные;Общий прием;Общий прием;4701;;0;;;;;
2.1 Процедуры;;;Услуги платные;Общий прием;Общий прием;4702;;0;;;;;
2.10 Офтальмология;;;Услуги платные;Общий прием;Общий прием;4970;;0;;;;;
2.10.56 Факоэмульсификация (2020);;;Услуги платные;Общий прием;Общий прием;5036;1 глаз;8136;;;;;
2.2.1.1. у кота;;;Услуги платные;Общий прием;Общий прием;4743;;0;;;;;
2.2.10 Обработка 1-го глаза;;;Услуги платные;Общий прием;Общий прием;4714;1 процедура;25;;;;;
2.2.15 Фиксация уретрального катетера (2019);;;Услуги платные;Общий прием;Общий прием;4719;1 голова;350;;;;;
2.2.19 Откачивание жидкости из брюшной полости (собаки, кошки) (2020);;;Услуги платные;Общий прием;Общий прием;4723;1 голова;1200;;;;;
2.2.20 Перикардиоцентез под контролем УЗИ (собаки, кошки) (2023);;;Услуги платные;Общий прием;Общий прием;4724;1 процедура;2000;;;;;
2.2.21 Прицельная биопсия под контролем УЗИ (2020);;;Услуги платные;Общий прием;Общий прием;4725;1 процедура;600;;;;;
2.2.22 Термометрия во время капельного введения;;;Услуги платные;Общий прием;Общий прием;4726;1 голова;15;;;;;
2.2.23 Фотогемотерапия (1 процедура 2019);;;Услуги платные;Общий прием;Общий прием;4727;1 процедура;153;;;;;
2.2.24 Фотогемотерапия (1 курс 5 процедур 2019);;;Услуги платные;Общий прием;Общий прием;4728;1 курс 5 процедур;600;;;;;
2.2.25 Фотогемотерапия (1 курс 10 процедур 2019);;;Услуги платные;Общий прием;Общий прием;4729;1 курс 10 процедур;814;;;;;
2.2.29 Перитониальный диализ (2019);;;Услуги платные;Общий прием;Общий прием;4733;1 процедура;1017;;;;;
2.2.32.1. Первичная нехирургическая обработка раны (при кожных болезнях) (сложная 2019);;;Услуги платные;Общий прием;Общий прием;4737;1 процедура;508;;;;;
2.2.4. Реанимационные мероприятия (2019);;;Услуги платные;Общий прием;Общий прием;4751;1 голова;264;;;;;
2.2.5. Постановка микроклизмы (2019);;;Услуги платные;Общий прием;Общий прием;4752;1 голова;203;;;;;
2.2.6. Гигиеническая чистка 1-го уха с обработкой;;;Услуги платные;Общий прием;Общий прием;4710;за 1 процедуру;100;;;;;
2.2.8. Комплекс манипуляций по переливанию крови собаке (2019);;;Услуги платные;Общий прием;Общий прием;4712;за 1 процедуру;1140;;;;;
2.3  Хирургия;;;Услуги платные;Общий прием;Общий прием;4753;;0;;;;;
2.3.20 Овариоэктомия кошки (по ЕКП);;;Услуги платные;Общий прием;Общий прием;4776;1 голова;3150;;;;;
2.3.22 Удаление яйца у птицы (2019);;;Услуги платные;Общий прием;Общий прием;4778;1 голова;366;;;;;
2.3.24 Гематома ушной раковины: (консервативное лечение 2019);;;Услуги платные;Общий прием;Общий прием;4780;1 ухо;120;;;;;
2.3.24 Гематома ушной раковины: (оперативное лечение 2020);;;Услуги платные;Общий прием;Общий прием;4780;1 ухо;1500;;;;;
2.3.24.1. Оперативное лечение;;;Услуги платные;Общий прием;Общий прием;4781;1 ухо;450;;;;;
2.3.24.2. Консервативное лечение;;;Услуги платные;Общий прием;Общий прием;4782;1 ухо;118;;;;;
2.3.26. Удаление инородного тела (из глотки 2019);;;Услуги платные;Общий прием;Общий прием;4784;1 процедура;203;;;;;
2.3.26. Удаление инородного тела (из гортани 2019);;;Услуги платные;Общий прием;Общий прием;4784;1 голова;305;;;;;
2.3.26. Удаление инородного тела (из шейной части пищевода 2019);;;Услуги платные;Общий прием;Общий прием;4784;1 голова;508;;;;;
2.3.27. То же из гортани;;;Услуги платные;Общий прием;Общий прием;4785;1 процедура;300;;;;;
2.3.30.1. простое;;;Услуги платные;Общий прием;Общий прием;4789;1 ухо;118;;;;;
2.3.30.2. сложное;;;Услуги платные;Общий прием;Общий прием;4790;1 ухо;300;;;;;
2.3.32 Операции на грудной полости кошки (2019);;;Услуги платные;Общий прием;Общий прием;4792;;3051;;;;;
2.3.33 Операции на грудной полости собаки (2019);;;Услуги платные;Общий прием;Общий прием;4793;1 голова;5085;;;;;
2.3.35 Лапароскопические операции (2019);;;Услуги платные;Общий прием;Общий прием;4795;1 голова;508;;;;;
2.3.48 Удаление камней из почек кошки (2019);;;Услуги платные;Общий прием;Общий прием;4808;1 голова;2040;;;;;
2.3.49 Удаление камней из почек собаки (2019);;;Услуги платные;Общий прием;Общий прием;4809;1 голова;3000;;;;;
2.3.8 Дренирование раны (2019);;;Услуги платные;Общий прием;Общий прием;4762;1 рана;203;;;;;
2.4 Стоматология;;;Услуги платные;Общий прием;Общий прием;4868;;0;;;;;
2.4.4. Эндодонтия:;;;Услуги платные;Общий прием;Общий прием;4907;;0;;;;;
2.6  Акушерство;;;Услуги платные;Общий прием;Общий прием;4941;;0;;;;;
2.9.11.1 Забор цитологического материала (2022);;;Услуги платные;Общий прием;Общий прием;4669121;1 голова;500;;;;;
4 Прочие ветеринарные услуги и мероприятия;;;Услуги платные;Общий прием;Общий прием;5040;;0;;;;;
4.2  Прочие услуги;;;Услуги платные;Общий прием;Общий прием;5043;;0;;;;;
4.2.1.1.Для непродуктивных животных (вызов врача на дом 2019);;;Услуги платные;Общий прием;Общий прием;5045;1 вызов;1200;;;;;
4.2.1.2. Для продуктивных (сельскохозяйственных животных) (2019);;;Услуги платные;Общий прием;Общий прием;5046;1 вызов;203;;;;;
4.2.10. Работа ДУК (2020);;;Услуги платные;Общий прием;Общий прием;5055;1 час;66;;;;;
4.2.11. за пределы города (2019);;;Услуги платные;Общий прием;Общий прием;5058;1 вызов;1800;;;;;
4.2.11. по городу (2019);;;Услуги платные;Общий прием;Общий прием;5057;1 вызов;1440;;;;;
4.2.12. Пробег автомобиля скорой помощи (2019);;;Услуги платные;Общий прием;Общий прием;5059;1 км.;18;;;;;
4.2.15. Погрузка или выгрузка животного в автомобиль (2019);;;Услуги платные;Общий прием;Общий прием;5062;1 процедура;102;;;;;
4.2.16. Подъем или спуск животного на один этаж без использования лифта (2019);;;Услуги платные;Общий прием;Общий прием;5063;1 этаж;61;;;;;
4.2.19 Проведение  консультаций, семинаров, конференций для ветеринарных специалистов, владельцев питомников, заводчиков;;;Услуги платные;Общий прием;Общий прием;50651;1 консультация;1000;;;;;
4.2.2. Доставка проб в лабораторию (2019);;;Услуги платные;Общий прием;Общий прием;5047;за 1 пробу;65;;;;;
4.2.3. Доставка трупа животного от квартиры владельца до автомобиля (2019);;;Услуги платные;Общий прием;Общий прием;5048;1 голова;102;;;;;
4.2.4. Стажировка ветеринарных врачей (2019);;;Услуги платные;Общий прием;Общий прием;5049;3 дня;720;;;;;
4.2.5. Стажировка ветеринарных врачей (2019);;;Услуги платные;Общий прием;Общий прием;5050;8 часов;240;;;;;
4.2.6. Дезинфекция помещений за 1 кв.м. (без стоимости дезсредств и прогона а/м) (2020);;;Услуги платные;Общий прием;Общий прием;5051;1 кв.м.;4;;;;;
4.2.7. Дезинсекция помещений за 1 кв.м. (без стоимости дезсредств и прогона а/м) (2020);;;Услуги платные;Общий прием;Общий прием;5052;1 кв.м.;4;;;;;
4.2.8. Дератизация помещений за 1 кв.м. в месяц (без стоимости дезсредств и прогона а/м) (2020);;;Услуги платные;Общий прием;Общий прием;5053;1 кв.м.;4;;;;;
4.2.9. Прогон автомобиля ГАЗ (2020);;;Услуги платные;Общий прием;Общий прием;5054;1 кв.м.;28;;;;;
5.1 Бактериологические исследования;;;Услуги платные;Общий прием;Общий прием;5068;1 показатель;0;;;;;
5.1.10 Исследование патматериала на колибактериоз (2023);;;Услуги платные;Общий прием;Общий прием;5070;1 проба;650;;;;;
5.1.11 Исследование фекалий на колибактериоз (2023);;;Услуги платные;Общий прием;Общий прием;5071;1 проба;600;;;;;
5.1.12 Исследование патматериала на листериоз;;;Услуги платные;Общий прием;Общий прием;5072;1 проба;520;;;;;
5.1.12 Исследование патматериала на листериоз (2023);;;Услуги платные;Общий прием;Общий прием;5072;1 проба;1450;;;;;
5.1.13 Исследование патматериала на псевдомоноз (2023);;;Услуги платные;Общий прием;Общий прием;5073;1 проба;800;;;;;
5.1.14 Исследование спермы на псевдомоноз;;;Услуги платные;Общий прием;Общий прием;5074;1 проба;210;;;;;
5.1.15 Исследование патматериала на стафилококкоз;;;Услуги платные;Общий прием;Общий прием;5075;1 проба;650;;;;;
5.1.16 Исследование патматериала на анаэробные инфекции;;;Услуги платные;Общий прием;Общий прием;5076;1 проба;2500;;;;;
5.1.17 Исследование патматериала на пастереллез;;;Услуги платные;Общий прием;Общий прием;5077;1 проба;700;;;;;
5.1.18 Исследование патматериала на стрептококкоз;;;Услуги платные;Общий прием;Общий прием;5078;1 проба;750;;;;;
5.1.2 Исследование патматериала на бруцеллез с постановкой биопробы;;;Услуги платные;Общий прием;Общий прием;5080;1 проба;3400;;;;;
5.1.21 Исследование патматериала на рожу (эризипелоид);;;Услуги платные;Общий прием;Общий прием;5082;1 проба;380;;;;;
5.1.22 Исследование фекалий на дисбактериоз (2023);;;Услуги платные;Общий прием;Общий прием;5083;1 проба;1750;;;;;
5.1.23 Санитарно-гигиеническое исследование спермы;;;Услуги платные;Общий прием;Общий прием;5084;1 проба;850;;;;;
5.1.24 Иследование спермы, влагалищной и препуциальной слизи на трихомоноз;;;Услуги платные;Общий прием;Общий прием;5085;1 проба;350;;;;;
5.1.25 Исследование кормов;;;Услуги платные;Общий прием;Общий прием;5086;1 проба;1800;;;;;
5.1.26 Исследование лекарственных средств на стерильность;;;Услуги платные;Общий прием;Общий прием;5087;1 проба;750;;;;;
5.1.27 Исследование антибактериальной активности лекарственных средств;;;Услуги платные;Общий прием;Общий прием;5088;1 проба;850;;;;;
5.1.28 Исследование воды поверхностных водоемов;;;Услуги платные;Общий прием;Общий прием;5089;1 проба;600;;;;;
5.1.29 Исследование качества дезинфекции;;;Услуги платные;Общий прием;Общий прием;5090;1 смыв;70;;;;;
5.1.3 Исследование патматериала на кампилобактериоз;;;Услуги платные;Общий прием;Общий прием;5091;1 проба;600;;;;;
5.1.30 Исследование смывов с кормокухонь на сальмонеллез (2023);;;Услуги платные;Общий прием;Общий прием;5092;1 проба;700;;;;;
5.1.31 Вскрытие трупов мелких животных в бактериологическом отделе;;;Услуги платные;Общий прием;Общий прием;5093;1 проба;60;;;;;
5.1.33 Идентификация культур микроорганизмов с помощью бактериологического анализатора Vitek-2;;;Услуги платные;Общий прием;Общий прием;5095;1 проба;720;;;;;
5.1.34 Стерильный тупфер с физраствором;;;Услуги платные;Общий прием;Общий прием;5096;1 проба;16;;;;;
5.1.35 Отбор проб в бактериологическом отделе;;;Услуги платные;Общий прием;Общий прием;5097;1 проба;100;;;;;
5.1.4 Исследование спермы на кампилобактериоз;;;Услуги платные;Общий прием;Общий прием;5099;1 проба;550;;;;;
5.1.5 Исследование патматериала на псевдотуберкулез, иерсиниоз;;;Услуги платные;Общий прием;Общий прием;5100;1 проба;900;;;;;
5.1.6 Исследование патматериала на гнильцовые заболевания пчел;;;Услуги платные;Общий прием;Общий прием;5101;1 проба;1500;;;;;
5.1.8 Исследование патматериала на условно-патогенную микрофлору (без подтитровки 2024);;;Услуги платные;Общий прием;Общий прием;5103;1 проба;1500;;;;;
5.2 Серологические исследования;;;Услуги платные;Общий прием;Общий прием;5105;1 показатель;0;;;;;
5.2.10 Сап (РСК);;;Услуги платные;Общий прием;Общий прием;5107;1 проба;80;;;;;
5.2.11 Случная болезнь лошадей (РСК);;;Услуги платные;Общий прием;Общий прием;5108;1 проба;500;;;;;
5.2.11 Случная болезнь лошадей (РСК) (без стоимости диагностики 2023);;;Услуги платные;Общий прием;Общий прием;5108;1 проба;400;;;;;
5.2.12 Инфекционная анемия лошадей (РДП);;;Услуги платные;Общий прием;Общий прием;5109;1 проба;450;;;;;
5.2.12 Инфекционная анемия лошадей (РДП) (без диагностического набора);;;Услуги платные;Общий прием;Общий прием;5109;1 проба;350;;;;;
5.2.13 Лейкоз крупного рогатого скота (ИФА) (2023);;;Услуги платные;Общий прием;Общий прием;5110;1 проба;900;;;;;
5.2.13 Лейкоз крупного рогатого скота (ИФА) (более 10 проб (1 проба));;;Услуги платные;Общий прием;Общий прием;5110;1 проба;300;;;;;
5.2.14 Лейкоз крупного рогатого скота (РИД);;;Услуги платные;Общий прием;Общий прием;5111;1 проба;350;;;;;
5.2.14 Лейкоз крупного рогатого скота (РИД) (без стоимости диагностического набора);;;Услуги платные;Общий прием;Общий прием;5111;1 проба;300;;;;;
5.2.17 Паратуберкулез (РСК);;;Услуги платные;Общий прием;Общий прием;5114;1 проба;450;;;;;
5.2.18 Инфекционный эпидидимит баранов (РДСК);;;Услуги платные;Общий прием;Общий прием;5115;1 проба;80;;;;;
5.2.19 Исследование кожевенного сырья на сибирскую язву (РП);;;Услуги платные;Общий прием;Общий прием;5116;1 проба;20;;;;;
5.2.21.1 Определение уровня прогестерона (Прогестерон 2020);;;Услуги платные;Общий прием;Общий прием;51191;1 проба;565;;;;;
Nobivac DHPPi 2020 ((Nobivac DHPPi) 2020);;;Биопрепараты;Общий прием;Общий прием;DHPPi;1 введение;0;;;;;
ГОСУСЛУГА Нобивак DHPPiL (2020);;;Биопрепараты;Общий прием;Общий прием;DHPPi;1 введение;0;;;;;
Nobivac KC 2020 ((Nobivac KC) 2020);;;Биопрепараты;Общий прием;Общий прием;KC;1 введение;0;;;;;
Nobivac L 2020 ((Nobivac L) 2020);;;Биопрепараты;Общий прием;Общий прием;L;1 введение;0;;;;;
Nobivac Tricat Trio 2020 ((Nobivac Tricat Trio) 2020);;;Биопрепараты;Общий прием;Общий прием;Tricat Trio;1 введение;0;;;;;
Азинокс плюс для собак ГЗ 2020 (Азинокс плюс для собак ГЗ 2020);;;Биопрепараты;Общий прием;Общий прием;Азинокс;1 таблетка;0;;;;;
В/в инъекции, постановка внутривенного катетера с фиксацией;;;Услуги платные;Общий прием;Общий прием;2002;1 процедура;400;;;;;
Вакдерм 2020 ((Вакдерм) 2020);;;Биопрепараты;Общий прием;Общий прием;10000;1 введение;0;;;;;
Внутрисуставное введение лекарственных препаратов;;;Услуги платные;Общий прием;Общий прием;2113;1 процедура;700;;;;;
Вскрытие абсцесса (2019);;;Услуги платные;Общий прием;Общий прием;2106;1 голова;650;;;;;
Вскрытие флегмоны (2019);;;Услуги платные;Общий прием;Общий прием;4851;1 голова;600;;;;;
Выемка штифта (2019);;;Услуги платные;Общий прием;Общий прием;2253;1 штифт;420;;;;;
Гастротомия*;;;Услуги платные;Общий прием;Общий прием;2147;1 голова;5500;;;;;
Глюкозометрия (2023);;;Услуги платные;Общий прием;Общий прием;2053;1 процедура;170;;;;;
Груминг кошки длинношерстные (Вычесывание (без мытья));;;Услуги платные;Общий прием;Общий прием;487026;1 голова;1550;;;;;
Груминг кошки длинношерстные (Стрижка с мытьем);;;Услуги платные;Общий прием;Общий прием;487026;1 голова;2700;;;;;
Груминг кошки длинношерстные (Экспресс-линька);;;Услуги платные;Общий прием;Общий прием;487026;1 голова;3000;;;;;
Груминг кошки короткошерстные (Вычесывание (без мытья) 2024);;;Услуги платные;Общий прием;Общий прием;487025;1 голова;850;;;;;
Груминг кошки короткошерстные (Мытье, вычесывание 2024);;;Услуги платные;Общий прием;Общий прием;487025;1 голова;1250;;;;;
Груминг кошки короткошерстные (Стрижка (с  мытьем) 2024);;;Услуги платные;Общий прием;Общий прием;487025;1 голова;2500;;;;;
Груминг кошки короткошерстные (Стрижка без мытья 2024);;;Услуги платные;Общий прием;Общий прием;487025;1 голова;2000;;;;;
Груминг кошки короткошерстные (Экспресс-линька);;;Услуги платные;Общий прием;Общий прием;487025;1 голова;2500;;;;;
Груминг собак  гигиенический уход (Аляскинский маламут, самоед);;;Услуги платные;Общий прием;Общий прием;487031;1 голова;6000;;;;;
Груминг собак  гигиенический уход (Гигантские породы);;;Услуги платные;Общий прием;Общий прием;487031;1 голова;7000;;;;;
Груминг собак  гигиенический уход (Овчарка длинношерстная);;;Услуги платные;Общий прием;Общий прием;487031;1 голова;5500;;;;;
Груминг собак  гигиенический уход (Овчарка к/ш, хаски);;;Услуги платные;Общий прием;Общий прием;487031;1 голова;4500;;;;;
Груминг собак  Гриффон, жесткошерстная такса (Комплексный уход, стрижка);;;Услуги платные;Общий прием;Общий прием;487016;1 голова;2500;;;;;
Груминг собак  Гриффон, жесткошерстная такса (Комплексный уход, тримминг);;;Услуги платные;Общий прием;Общий прием;487016;1 голова;3000;;;;;
Груминг собак  Гриффон, жесткошерстная такса (Экспресс-линька);;;Услуги платные;Общий прием;Общий прием;487016;1 голова;2200;;;;;
Груминг собак Вельш-корги (Гигиенический уход);;;Услуги платные;Общий прием;Общий прием;487029;1 голова;2800;;;;;
Груминг собак Вельш-корги (Экспресс-линька);;;Услуги платные;Общий прием;Общий прием;487029;1 голова;3300;;;;;
Груминг собак Йоркширский терьер (Гигиенический уход);;;Услуги платные;Общий прием;Общий прием;487011;1 голова;2000;;;;;
Груминг собак Йоркширский терьер (Комплексный уход);;;Услуги платные;Общий прием;Общий прием;487011;1 голова;2600;;;;;
Груминг собак Керн-терьер (Комплексный уход, стрижка под машинку);;;Услуги платные;Общий прием;Общий прием;487018;1 голова;3000;;;;;
Груминг собак Керн-терьер (комплексный уход, триминг);;;Услуги платные;Общий прием;Общий прием;487018;1 голова;3500;;;;;
Груминг собак Керри-блю терьер (Гигиенический уход);;;Услуги платные;Общий прием;Общий прием;487021;1 голова;3000;;;;;
Груминг собак Керри-блю терьер (Комплексный уход);;;Услуги платные;Общий прием;Общий прием;487021;1 голова;4000;;;;;
Груминг собак Лабрадор (Гигиенический уход);;;Услуги платные;Общий прием;Общий прием;487028;1 голова;4000;;;;;
Груминг собак Лабрадор (Экспресс-линька);;;Услуги платные;Общий прием;Общий прием;487028;1 голова;4500;;;;;
Груминг собак Мальтийская болонка, русская, цветная, мальтипу. (Гигиенический уход);;;Услуги платные;Общий прием;Общий прием;48704;1 голова;2400;;;;;
Груминг собак Мальтийская болонка, русская, цветная, мальтипу. (Комплексный уход);;;Услуги платные;Общий прием;Общий прием;48704;1 голова;3000;;;;;
Груминг собак Петербургская орхидея (Гигиенический уход);;;Услуги платные;Общий прием;Общий прием;48707;1 голова;2000;;;;;
Груминг собак Петербургская орхидея (Комплексный уход);;;Услуги платные;Общий прием;Общий прием;48707;1 голова;2800;;;;;
Груминг собак Пудель (Карликовый, той. Гигиенический уход.);;;Услуги платные;Общий прием;Общий прием;48703;1 голова;2500;;;;;
Груминг собак Пудель (Карликовый, той. Комплексный уход, модерн);;;Услуги платные;Общий прием;Общий прием;48703;1 голова;3000;;;;;
Груминг собак Пудель (Карликовый, той. Комплексный уход, скандинавский лев);;;Услуги платные;Общий прием;Общий прием;48703;1 голова;3500;;;;;
Груминг собак Пудель (Королевский, гигиенический уход);;;Услуги платные;Общий прием;Общий прием;48703;1 голова;6000;;;;;
Груминг собак Пудель (Королевский, комплексный уход, модерн);;;Услуги платные;Общий прием;Общий прием;48703;1 голова;6500;;;;;
Груминг собак Пудель (Королевский, комплексный уход, скандинавский лев);;;Услуги платные;Общий прием;Общий прием;48703;1 голова;7000;;;;;
Груминг собак Пудель (Малый, средний. Гигиенический уход);;;Услуги платные;Общий прием;Общий прием;48703;1 голова;2700;;;;;
Груминг собак Пудель (Малый, средний. Комплексный уход , модерн);;;Услуги платные;Общий прием;Общий прием;48703;1 голова;3500;;;;;
Груминг собак Пудель (Малый, средний. Комплексный уход , скандинавский лев);;;Услуги платные;Общий прием;Общий прием;48703;1 голова;4000;;;;;
Груминг собак Пшеничный  терьер (Гигиенический уход);;;Услуги платные;Общий прием;Общий прием;487017;1 голова;4000;;;;;
Груминг собак Пшеничный  терьер (Комплексный уход);;;Услуги платные;Общий прием;Общий прием;487017;1 голова;3000;;;;;
Груминг собак Ретривер (Комплексный уход по стандарту породы);;;Услуги платные;Общий прием;Общий прием;487020;1 голова;4500;;;;;
Груминг собак Спаниель (Гигиенический уход);;;Услуги платные;Общий прием;Общий прием;487010;1 голова;2500;;;;;
Груминг собак Спаниель (Комплексный уход, стрижка под машинку);;;Услуги платные;Общий прием;Общий прием;487010;1 голова;3000;;;;;
Груминг собак Спаниель (Комплексный уход, стрижка стандарт);;;Услуги платные;Общий прием;Общий прием;487010;1 голова;3500;;;;;
Грумминг собак Джек Рассел (гладкошерстный, гигиенический уход);;;Услуги платные;Общий прием;Общий прием;487030;1 голова;2300;;;;;
Грумминг собак Джек Рассел (Жесткошерстный, комплексный уход, стрижка под машинку);;;Услуги платные;Общий прием;Общий прием;487030;1 голова;2700;;;;;
Грумминг собак Джек Рассел (жесткошерстный, комплексный уход, триминг);;;Услуги платные;Общий прием;Общий прием;487030;1 голова;3000;;;;;
Грумминг собак Джек Рассел (жесткошрстный, гигиенический уход);;;Услуги платные;Общий прием;Общий прием;487030;1 голова;2500;;;;;
Дерматомикозы (ЛЮМ-диагностика) (2023);;;Услуги платные;Общий прием;Общий прием;2036;1 исследование;100;;;;;
Диагностическое отведение жидкости (2023);;;Услуги платные;Общий прием;Общий прием;2020;1 процедура;300;;;;;
Забор донорской крови кошка;;;Услуги платные;Общий прием;Общий прием;2032;1 голова;800;;;;;
Забор донорской крови собака (2023);;;Услуги платные;Общий прием;Общий прием;2033;1 голова;1000;;;;;
Забор капиллярной крови из ушной раковины;;;Услуги платные;Общий прием;Общий прием;2038;1 манипуляция;85;;;;;
Зондирование и промывание желудка (2019);;;Услуги платные;Общий прием;Общий прием;4845;1 голова;2160;;;;;
Каниген DHPPi+L 2020 ((Каниген DHPPi+L) 2020);;;Биопрепараты;Общий прием;Общий прием;DHPPi+L;1 введение;0;;;;;
Капельное введение лекарственных препаратов при наличии в/в катетера до двух растворов (2019);;;Услуги платные;Общий прием;Общий прием;2003;1 процедура;305;;;;;
Капельное введение лекарственных препаратов при наличии в/в катетера свыше двух растворов (2023);;;Услуги платные;Общий прием;Общий прием;2004;1 процедура;510;;;;;
Кесарево сечение кошки, собаки до 10 кг.*;;;Услуги платные;Общий прием;Общий прием;4943;1 голова;6000;;;;;
Кесарево сечение собаки от 10 кг*;;;Услуги платные;Общий прием;Общий прием;4944;1 голова;8000;;;;;
Кислородотерапия каждый последующий час (2023);;;Услуги платные;Общий прием;Общий прием;2031;1 голова;100;;;;;
Консультация по результатам анализов (без животного) (2024);;;Услуги платные;Общий прием;Общий прием;1106;1 консультация;700;;;;;
Костно-пластические операции;;;Услуги платные;Общий прием;Общий прием;4835;1 голова;3600;;;;;
Лазерная абляция новообразований;;;Услуги платные;Общий прием;Общий прием;2114;1 процедура;2200;;;;;
Лапароскопическая овариоэктомия (гистерэктомия) собаки крупных пород (более 30 кг) (2019);;;Услуги платные;Общий прием;Общий прием;48689;1 голова;12000;;;;;
Лапароскопическая овариоэктомия (гистерэктомия) собаки средних пород (от 11 до 30кг) (2019);;;Услуги платные;Общий прием;Общий прием;48688;1 голова;9000;;;;;
Местная анестезия (инфильтрационная);;;Услуги платные;Общий прием;Общий прием;4754;1 процедура;500;;;;;
Микродерм 2020 (Микродерм 2020);;;Биопрепараты;Общий прием;Общий прием;Microderm;1 введение;0;;;;;
Мультифел -4 RCPch 2020 ((Мультифел -4) 2020);;;Биопрепараты;Общий прием;Общий прием;RCPch;1 введение;0;;;;;
Пуревакс RCPch 2020;;;Биопрепараты;Общий прием;Общий прием;RCPch;1 введение;0;;;;;
Наложение простой повязки (2019);;;Услуги платные;Общий прием;Общий прием;2108;1 голова;50;;;;;
Наложение шины или гипс лангеты б/репоз (2019);;;Услуги платные;Общий прием;Общий прием;2250;1 голова;305;;;;;
Наложение шины или гипс лангеты с репозицией кошки (2019);;;Услуги платные;Общий прием;Общий прием;2251;1 голова;510;;;;;
Наложение шины или гипс лангеты с репозицией собаки (2019);;;Услуги платные;Общий прием;Общий прием;2252;1 голова;715;;;;;
Нейрохирургические операции (2019);;;Услуги платные;Общий прием;Общий прием;4840;1 голова;3600;;;;;
Обработка глаз (2023);;;Услуги платные;Общий прием;Общий прием;2010;1 процедура;100;;;;;
Обработка носовой полости лекарственными препаратами;;;Услуги платные;Общий прием;Общий прием;2028;1 голова;205;;;;;
Овариогистерэктомия при патологии матки у кошки,собаки до 10 кг *;;;Услуги платные;Общий прием;Общий прием;4945;1 голова;8000;;;;;
Овариогистерэктомия при патологии матки у собаки свыше 10 кг *;;;Услуги платные;Общий прием;Общий прием;4946;1 голова;12000;;;;;
Операция на предстательной железе (2019);;;Услуги платные;Общий прием;Общий прием;2171;1 голова;3600;;;;;
Освобождение от секрета параанальных синусов прямой кишки (2019);;;Услуги платные;Общий прием;Общий прием;2046;1 голова;350;;;;;
Осмотр при переходе права собственности на животных (птиц, грызунов, морских млекопитающих, рептилий, амфибий) без их перемещения (2023);;;Услуги платные;Общий прием;Общий прием;1219;1 голова;250;;;;;
Отбор венозной крови  для лабораторного исследования и наложение простой повязки, оформление направления;;;Услуги платные;Общий прием;Общий прием;2009;1 процедура;500;;;;;
П/к  инъекции, в/м инъекции;;;Услуги платные;Общий прием;Общий прием;2001;за 1 инъекцию;150;;;;;
П/к  инъекции, в/м инъекции (Госзадание);;;Услуги платные;Общий прием;Общий прием;2001;1 процедура;0;;;;;
Первичная нехирургическая обработка раны (при кожных болезнях) простая (2023);;;Услуги платные;Общий прием;Общий прием;2022;1 голова;200;;;;;
Первичная нехирургическая обработка раны (при кожных болезнях) сложная (2023);;;Услуги платные;Общий прием;Общий прием;2023;1 голова;510;;;;;
Первичная хирургическая обработка гнойных ран (2019);;;Услуги платные;Общий прием;Общий прием;2104;1 голова;1020;;;;;
Первичный прием терапевта/хирурга. (2024 Осмотр, ЛЮМ-диагностика), назначение лечения с консультацией);;;Услуги платные;Общий прием;Общий прием;1101;1 голова;1400;;;;;
Первичный прием узкого специалиста. (Врач по заболеваниям экзотических животных. Мелкие грызуны, хори,кролики);;;Услуги платные;Общий прием;Общий прием;1103;1 голова;1500;;;;;
Первичный прием узкого специалиста. (Гастроэнтеролог);;;Услуги платные;Общий прием;Общий прием;1103;1 голова;2000;;;;;
Первичный прием узкого специалиста. (Дерматолог);;;Услуги платные;Общий прием;Общий прием;1103;1 голова;2000;;;;;
Первичный прием узкого специалиста. (Диетолог);;;Услуги платные;Общий прием;Общий прием;1103;1 голова;1800;;;;;
Первичный прием узкого специалиста. (Кардиолог);;;Услуги платные;Общий прием;Общий прием;1103;1 голова;2000;;;;;
Первичный прием узкого специалиста. (Невролог);;;Услуги платные;Общий прием;Общий прием;1103;1 голова;1800;;;;;
Первичный прием узкого специалиста. (Нефролог);;;Услуги платные;Общий прием;Общий прием;1103;1 голова;2000;;;;;
Первичный прием узкого специалиста. (Онколог);;;Услуги платные;Общий прием;Общий прием;1103;1 голова;2000;;;;;
Первичный прием узкого специалиста. (Ортопед-травматолог);;;Услуги платные;Общий прием;Общий прием;1103;1 голова;1800;;;;;
Первичный прием узкого специалиста. (Стоматолог);;;Услуги платные;Общий прием;Общий прием;1103;1 голова;1600;;;;;
Первичный прием узкого специалиста. (Эндокринолог);;;Услуги платные;Общий прием;Общий прием;1103;1 голова;1800;;;;;
Перинеотомия (2019);;;Услуги платные;Общий прием;Общий прием;2249;1 голова;720;;;;;
Пластика ушных раковин  до 10 дней* (2019);;;Услуги платные;Общий прием;Общий прием;4932;1 голова;1500;;;;;
Пластика ушных раковин  от 11 дней до 3-х месяцев*;;;Услуги платные;Общий прием;Общий прием;4933;1 голова;2500;;;;;
Пластика ушных раковин  старше 3-х *;;;Услуги платные;Общий прием;Общий прием;4934;1 голова;3000;;;;;
Повторная обработка раны (2019);;;Услуги платные;Общий прием;Общий прием;2107;1 голова;205;;;;;
